data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-04-29 09:21:55.992006;1579;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Wilma Brehmer;feminino;boleto
2025-04-29 12:09:59.818599;1580;Belo Horizonte;Fernanda;Fone ZetaAudio;Pauline Paider;feminino;cartão de débito
2025-04-29 15:12:52.911622;1581;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Debora Lash;feminino;espécie
2025-04-30 06:37:57.110695;1582;São Paulo;Ana Oliveira;Tablet ZetaPhone;Jennie Mcgee;feminino;boleto
2025-04-30 09:17:50.114228;1583;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Desiree Weems;feminino;cartão de crédito
2025-04-30 14:16:50.099108;1584;Florianópolis;Jorge Ferreira;Notebook;Christine Mckenney;feminino;boleto
2025-05-01 05:05:52.683274;1585;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Robert Landers;masculino;espécie
2025-05-01 11:52:55.352817;1586;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Rene Powless;masculino;pix
2025-05-01 12:08:59.512625;1587;Florianópolis;Gustavo Lima;Fone ZetaAudio;Sonny Davidson;masculino;pix
2025-05-01 13:21:57.304758;1588;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Hortense Garth;feminino;cartão de crédito
2025-05-01 14:37:00.229438;1589;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Betty Santiago;feminino;pix
2025-05-01 14:40:52.101863;1590;São Paulo;Ana Oliveira;Fone ZetaAudio;Aaron Ransom;masculino;boleto
2025-05-02 12:29:53.852342;1591;São Paulo;Lucas Pereira;Fone ZetaAudio;Andrew Conlon;masculino;cartão de crédito
2025-05-02 12:55:01.037079;1592;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Kelly Hager;feminino;cartão de débito
2025-05-03 07:56:00.772572;1593;Porto Alegre;Robson Souza;Tablet ZetaPhone;Donna Castro;feminino;cartão de crédito
2025-05-03 10:27:58.804132;1594;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Lori Wang;feminino;boleto
2025-05-03 15:05:51.336269;1595;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Sadie Tunnell;feminino;cartão de crédito
2025-05-04 06:41:50.941694;1596;São Paulo;Lucas Pereira;Fone ZetaAudio;Ida Berg;feminino;boleto
2025-05-04 07:30:57.072163;1597;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Wayne Mcbean;masculino;espécie
2025-05-04 07:58:53.369822;1598;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;John Mcdiarmid;masculino;espécie
2025-05-04 09:51:52.812081;1599;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Corey Nelson;masculino;boleto
2025-05-04 10:33:59.335211;1600;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Jose Santos;masculino;cartão de débito
2025-05-05 04:29:50.530647;1601;Porto Alegre;Mário Silva;Fone ZetaAudio;James Ramsey;masculino;pix
2025-05-05 06:34:56.484513;1602;São Paulo;Lucas Pereira;Fone ZetaAudio;Richard Mills;masculino;espécie
2025-05-05 09:43:54.485358;1603;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Helen Frierson;feminino;cartão de débito
2025-05-05 09:46:51.340218;1604;Porto Alegre;Robson Souza;Notebook;Ryan Doyle;masculino;cartão de débito
2025-05-05 12:31:55.808774;1605;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Christopher Bauer;masculino;espécie
2025-05-05 12:32:50.793172;1606;Porto Alegre;Robson Souza;Notebook;Susan Mcdaniel;feminino;pix
2025-05-05 14:33:56.379421;1607;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Kenneth Vercher;masculino;espécie
2025-05-06 05:03:56.224281;1608;Florianópolis;Gustavo Lima;Fone ZetaAudio;Janetta Greenblatt;feminino;cartão de débito
2025-05-06 05:20:57.734416;1609;Belo Horizonte;Fernanda;Notebook;Sara Frost;feminino;cartão de crédito
2025-05-06 06:35:58.707332;1610;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Grady Youngman;masculino;pix
2025-05-06 07:41:54.566161;1611;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Lorenzo Mallard;masculino;boleto
2025-05-06 09:26:50.107429;1612;São Paulo;Lucas Pereira;Fone ZetaAudio;Evelyn King;feminino;pix
2025-05-06 12:34:53.779311;1613;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;Eva Ford;feminino;pix
2025-05-06 14:18:57.326748;1614;São Paulo;Ana Oliveira;Notebook;Sara Hoffpavir;feminino;cartão de débito
2025-05-06 14:55:53.418361;1615;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Daphne Theis;feminino;cartão de débito
2025-05-07 05:42:58.553967;1616;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Patrick Almeida;masculino;espécie
2025-05-07 09:13:59.768527;1617;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Laura Hall;feminino;pix
2025-05-07 10:50:50.577878;1618;Belo Horizonte;Carlos Silva;Notebook;Lynne Rodino;feminino;boleto
2025-05-07 11:42:59.748734;1619;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Lewis Evans;masculino;cartão de débito
2025-05-07 11:48:49.791014;1620;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Paul Foreman;masculino;cartão de crédito
2025-05-07 13:29:59.659025;1621;Rio de Janeiro;Juliana Oliveira;Notebook;Deb Buck;feminino;cartão de crédito
2025-05-08 09:47:51.303684;1622;Belo Horizonte;Fernanda;Smartphone ZetaPhone Universal;Benjamin Rowen;masculino;pix
2025-05-08 13:05:56.222955;1623;Florianópolis;Gustavo Lima;Notebook;Alicia Gallo;feminino;espécie
2025-05-09 06:48:54.991060;1624;Rio de Janeiro;Pedro Pereira;Notebook;Charles Flores;masculino;espécie
2025-05-09 07:01:58.851850;1625;São Paulo;Lucas Pereira;Fone ZetaAudio;Lorraine Williams;feminino;espécie
2025-05-09 09:31:59.757069;1626;Porto Alegre;Robson Souza;Fone ZetaAudio;Diana Gill;feminino;espécie
2025-05-09 10:07:52.183154;1627;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Fannie Narron;feminino;espécie
2025-05-09 10:11:54.992129;1628;Porto Alegre;Robson Souza;Notebook;Helen Gonzalez;feminino;pix
2025-05-09 10:35:52.333908;1629;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Gail Banderas;feminino;espécie
2025-05-09 11:06:52.911290;1630;Rio de Janeiro;Juliana Oliveira;Notebook;Jerry Martin;masculino;espécie
2025-05-09 12:03:55.086455;1631;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Jacqueline Case;feminino;boleto
2025-05-09 12:04:54.885267;1632;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Danny Wagner;masculino;boleto
2025-05-09 12:17:53.645161;1633;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Ronald Betancourt;masculino;boleto
2025-05-09 12:51:50.674384;1634;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Courtney Sharp;feminino;cartão de crédito
2025-05-10 06:33:58.627644;1635;Porto Alegre;Mário Silva;Tablet ZetaPhone;Jorge Priem;masculino;boleto
2025-05-10 08:33:53.338084;1636;Florianópolis;Gustavo Lima;Fone ZetaAudio;Irma Henderson;feminino;boleto
2025-05-10 10:39:52.658338;1637;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Henry Kradel;masculino;boleto
2025-05-10 14:08:58.359098;1638;Florianópolis;Gustavo Lima;Notebook;Robert Williams;masculino;boleto
2025-05-10 14:53:50.498485;1639;Porto Alegre;Mário Silva;Fone ZetaAudio;Morgan Rook;feminino;pix
2025-05-10 15:23:55.599414;1640;São Paulo;Ana Oliveira;Fone ZetaAudio;Maria Brown;feminino;cartão de crédito
2025-05-11 06:27:52.910333;1641;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Colette Martinez;feminino;pix
2025-05-11 07:52:50.800254;1642;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Ryan Harbour;masculino;pix
2025-05-11 07:54:51.270069;1643;Porto Alegre;Robson Souza;Notebook;Esther Wilkinson;feminino;boleto
2025-05-11 09:49:55.396939;1644;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Dorothy Harlow;feminino;cartão de crédito
2025-05-11 14:59:59.770368;1645;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Daniel Ellingham;masculino;cartão de crédito
2025-05-11 15:06:51.364832;1646;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Joseph Lawrence;masculino;cartão de débito
2025-05-12 06:40:52.405801;1647;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;John Moore;masculino;cartão de crédito
2025-05-12 10:41:53.562442;1648;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Judith Gage;feminino;espécie
2025-05-12 11:54:57.235636;1649;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Steven Hamilton;masculino;cartão de crédito
2025-05-12 14:56:58.386799;1650;Rio de Janeiro;Pedro Pereira;Notebook;Ora Connell;feminino;cartão de débito
2025-05-13 05:13:51.558557;1651;Rio de Janeiro;Pedro Pereira;Notebook;Richard Coleman;masculino;pix
2025-05-13 05:33:58.945915;1652;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Nancy Pierce;feminino;cartão de débito
2025-05-13 08:58:49.819870;1653;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Jeremy Connor;masculino;pix
2025-05-13 09:42:00.147447;1654;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Hugh Gutknecht;masculino;boleto
2025-05-13 11:19:01.238188;1655;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Sylvia Sebald;feminino;boleto
2025-05-13 14:33:59.364274;1656;Porto Alegre;Mário Silva;Tablet ZetaPhone;Andres Gamble;masculino;cartão de débito
2025-05-13 14:46:57.117621;1657;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Christopher Edell;masculino;boleto
2025-05-14 09:53:52.406447;1658;São Paulo;Lucas Pereira;Tablet ZetaPhone;Peter Ackerman;masculino;cartão de débito
2025-05-15 05:16:50.113563;1659;Belo Horizonte;Fernanda;Notebook;Lisa Carver;feminino;pix
2025-05-15 06:00:53.172397;1660;Belo Horizonte;Fernanda;Tablet ZetaPhone;Eugene Newman;masculino;cartão de débito
2025-05-15 06:02:52.598401;1661;Florianópolis;Gustavo Lima;Tablet ZetaPhone;William Falbo;masculino;cartão de débito
2025-05-15 07:33:57.309429;1662;Rio de Janeiro;Juliana Oliveira;Notebook;Jill Marzett;feminino;cartão de débito
2025-05-15 07:39:58.055641;1663;Belo Horizonte;Fernanda;Tablet ZetaPhone;Robert Hanes;masculino;cartão de débito
2025-05-15 08:40:55.523482;1664;Belo Horizonte;Carlos Silva;Notebook;Francis Walker;masculino;espécie
2025-05-15 10:56:55.723292;1665;Porto Alegre;Robson Souza;Tablet ZetaPhone;Walter Shakespeare;masculino;boleto
2025-05-15 12:25:50.504237;1666;Belo Horizonte;Fernanda;Tablet ZetaPhone;Briana Burrus;feminino;cartão de débito
2025-05-16 05:29:50.910552;1667;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Michael Samayoa;masculino;espécie
2025-05-16 11:09:59.909552;1668;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Rona Leonard;feminino;boleto
2025-05-16 14:26:59.383218;1669;São Paulo;Lucas Pereira;Tablet ZetaPhone;Timothy Hernandez;masculino;boleto
2025-05-17 12:06:57.499398;1670;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Jacob Franklin;masculino;pix
2025-05-17 12:29:50.073519;1671;São Paulo;Lucas Pereira;Notebook;Sharon Gross;feminino;boleto
2025-05-17 15:01:50.732269;1672;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Donald Weber;masculino;cartão de débito
2025-05-18 05:17:55.786388;1673;Porto Alegre;Mário Silva;Notebook;Christopher Stinchfield;masculino;pix
2025-05-18 05:36:58.439541;1674;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;Sherly Phillips;feminino;cartão de débito
2025-05-18 06:25:51.252342;1675;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Esther Peacock;feminino;pix
2025-05-18 06:43:51.303402;1676;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Andrew Hudson;masculino;pix
2025-05-18 07:36:49.966020;1677;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Ralph Gregg;masculino;cartão de débito
2025-05-18 07:42:56.123812;1678;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;George Pearson;masculino;boleto
2025-05-18 11:36:57.183862;1679;Porto Alegre;Robson Souza;Fone ZetaAudio;Anthony Davidson;masculino;cartão de crédito
2025-05-19 05:29:57.113704;1680;Belo Horizonte;Fernanda;Fone ZetaAudio;Theresa Tello;feminino;cartão de crédito
2025-05-19 06:27:50.127088;1681;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Dennis Cortez;masculino;cartão de crédito
2025-05-19 09:15:53.253130;1682;Florianópolis;Jorge Ferreira;Notebook;Robert Smith;masculino;pix
2025-05-19 12:17:00.485992;1683;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Kimberly Davis;feminino;boleto
2025-05-19 13:45:49.617756;1684;Porto Alegre;Mário Silva;Tablet ZetaPhone;Vania Wilkes;feminino;boleto
2025-05-19 14:42:57.967742;1685;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Ronald Bewley;masculino;cartão de débito
2025-05-20 04:40:59.515344;1686;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;Harry Berger;masculino;pix
2025-05-20 04:45:56.686881;1687;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Paul Evans;feminino;espécie
2025-05-20 06:54:01.223430;1688;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Sandra Ward;feminino;cartão de crédito
2025-05-20 08:49:54.488932;1689;Florianópolis;Gustavo Lima;Fone ZetaAudio;Gabrielle Galvez;feminino;espécie
2025-05-20 09:40:57.165947;1690;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Mary Burns;feminino;cartão de débito
2025-05-20 13:07:57.502987;1691;Rio de Janeiro;Pedro Pereira;Fone ZetaAudio;Adrien Rodriguez;feminino;boleto
2025-05-21 09:12:53.506270;1692;Florianópolis;Gustavo Lima;Fone ZetaAudio;Lawrence Conley;masculino;boleto
2025-05-21 11:30:51.799598;1693;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Arthur Massiah;masculino;cartão de débito
2025-05-21 13:17:52.304584;1694;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Kelsey Brunetto;feminino;pix
2025-05-21 14:08:01.271564;1695;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Theodore Ramsey;masculino;espécie
2025-05-21 14:09:54.514409;1696;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Rebecca Kaya;feminino;espécie
2025-05-21 14:39:51.669833;1697;Belo Horizonte;Fernanda;Notebook;Carla Kimbrough;feminino;pix
2025-05-22 04:59:53.024524;1698;Porto Alegre;Robson Souza;Notebook;Helen Greer;feminino;espécie
2025-05-22 05:43:58.270747;1699;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Mary Rogers;feminino;pix
2025-05-22 06:45:52.644539;1700;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Emmanuel Powell;masculino;cartão de débito
2025-05-22 12:51:57.735121;1701;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Don Freeman;masculino;pix
2025-05-22 13:11:51.315565;1702;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Thomas Flowers;masculino;pix
2025-05-22 13:57:59.652921;1703;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Victoria Gaffney;feminino;boleto
2025-05-23 08:02:01.083238;1704;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Granville Kelter;masculino;cartão de débito
2025-05-23 09:43:00.775995;1705;Belo Horizonte;Carlos Silva;Notebook;Alicia Demartino;feminino;cartão de débito
2025-05-23 11:21:58.798211;1706;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Steve Ayers;masculino;cartão de crédito
2025-05-24 09:11:50.073953;1707;São Paulo;Ana Oliveira;Tablet ZetaPhone;Jerrie Melanson;feminino;cartão de débito
2025-05-24 10:14:58.443305;1708;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;John Russell;masculino;boleto
2025-05-24 10:41:59.818307;1709;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Dale Johnson;masculino;espécie
2025-05-24 11:49:52.233690;1710;São Paulo;Ana Oliveira;Fone ZetaAudio;Patrick Edwards;masculino;espécie
2025-05-24 13:37:00.339811;1711;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Judy Quinn;feminino;boleto
2025-05-24 14:35:00.950411;1712;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Meagan Wallace;feminino;boleto
2025-05-24 14:59:54.621766;1713;São Paulo;Lucas Pereira;Notebook;Lauren Gibson;feminino;espécie
2025-05-25 09:02:52.566727;1714;Porto Alegre;Robson Souza;Tablet ZetaPhone;Dale Rutter;masculino;espécie
2025-05-25 10:47:58.388203;1715;Florianópolis;Gustavo Lima;Notebook;Ruth Murphy;feminino;espécie
2025-05-25 13:05:55.735331;1716;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Vasiliki Ramsey;feminino;pix
2025-05-25 13:09:58.224941;1717;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Deneen Puccia;feminino;boleto
2025-05-26 13:16:54.137658;1718;Florianópolis;Jorge Ferreira;Notebook;Tony Warfield;masculino;pix
2025-05-26 14:20:57.533756;1719;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Charles Madewell;masculino;cartão de crédito
2025-05-26 14:37:56.672367;1720;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Donald Williams;masculino;cartão de débito
2025-05-27 04:29:00.424374;1721;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Kenneth Waite;masculino;cartão de crédito
2025-05-27 05:04:50.958121;1722;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Vivian Basham;feminino;cartão de débito
2025-05-27 05:43:57.301163;1723;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Mayra Gamble;feminino;pix
2025-05-28 05:27:54.995976;1724;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Donald Costello;masculino;espécie
2025-05-28 09:22:57.085428;1725;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Harry Payton;masculino;boleto
2025-05-28 10:54:52.982512;1726;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Margaret King;feminino;cartão de débito
2025-05-29 05:01:00.266595;1727;Belo Horizonte;Fernanda;Notebook;Marilyn Gans;feminino;cartão de crédito
2025-05-29 08:20:56.533224;1728;Belo Horizonte;Fernanda;Fone ZetaAudio;Geraldine Talley;feminino;cartão de débito
2025-05-29 08:25:50.094616;1729;Florianópolis;Gustavo Lima;Fone ZetaAudio;Annette Davis;feminino;pix
2025-05-29 12:25:51.652130;1730;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Bonita Santiago;feminino;cartão de crédito
2025-05-29 12:31:57.236355;1731;Porto Alegre;Mário Silva;Tablet ZetaPhone;Gerald Rivera;masculino;cartão de crédito
2025-05-29 14:37:00.169548;1732;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Billie Howard;feminino;cartão de crédito
2025-05-30 12:20:59.603262;1733;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Jane Buehlman;feminino;espécie
2025-05-30 12:41:50.894050;1734;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Alice Farrell;feminino;espécie
2025-05-30 13:20:00.531900;1735;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Aaron Torres;masculino;cartão de crédito
2025-05-30 14:39:55.826174;1736;Belo Horizonte;Fernanda;Tablet ZetaPhone;Connie Brown;feminino;cartão de débito
2025-05-30 14:48:50.531030;1737;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Aaron Harbeson;masculino;cartão de crédito
2025-05-31 04:36:00.990007;1738;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Adina Oleksy;feminino;espécie
2025-05-31 06:28:52.693398;1739;São Paulo;Lucas Pereira;Tablet ZetaPhone;Mark Lambert;masculino;cartão de débito
2025-05-31 08:37:58.702117;1740;Belo Horizonte;Fernanda;Tablet ZetaPhone;Elmer Maines;masculino;boleto
2025-05-31 09:52:01.282939;1741;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Keith Summerlin;masculino;pix
2025-05-31 11:51:49.782742;1742;Porto Alegre;Robson Souza;Fone ZetaAudio;Johnathan Benbow;masculino;espécie
2025-05-31 13:54:58.273996;1743;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;John Newman;masculino;cartão de débito
2025-05-31 14:04:54.425977;1744;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;John Hill;masculino;pix
2025-06-01 05:27:50.619238;1745;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Melissa Stickney;feminino;pix
2025-06-01 05:31:55.852985;1746;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Charles Res;masculino;cartão de débito
2025-06-01 11:38:54.733612;1747;Porto Alegre;Mário Silva;Notebook;John Gutierrez;masculino;pix
2025-06-01 14:55:00.073293;1748;São Paulo;Lucas Pereira;Tablet ZetaPhone;Darren Shepherd;masculino;pix
2025-06-01 15:15:00.692464;1749;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Lori Spillman;feminino;boleto
2025-06-02 09:26:01.036117;1750;Rio de Janeiro;Pedro Pereira;Fone ZetaAudio;Jim Abrams;masculino;espécie
2025-06-02 09:52:51.301687;1751;Florianópolis;Gustavo Lima;Notebook;Giuseppe Carpenter;masculino;cartão de débito
2025-06-02 11:06:52.016477;1752;Rio de Janeiro;Pedro Pereira;Notebook;David George;masculino;pix
2025-06-02 12:09:52.327172;1753;São Paulo;Lucas Pereira;Fone ZetaAudio;Charles Thibault;masculino;cartão de crédito
2025-06-02 15:09:56.672725;1754;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;David Best;masculino;pix
2025-06-03 04:27:52.979249;1755;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Hildred Negron;feminino;espécie
2025-06-03 05:21:00.228349;1756;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Larry Edwards;masculino;pix
2025-06-03 05:28:53.668554;1757;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;George Lewandowski;masculino;cartão de crédito
2025-06-03 10:48:53.752535;1758;Porto Alegre;Robson Souza;Notebook;Rick Greenleaf;masculino;cartão de crédito
2025-06-03 11:13:59.382597;1759;Rio de Janeiro;Pedro Pereira;Fone ZetaAudio;Kathleen Elliott;feminino;cartão de débito
2025-06-03 13:13:52.445921;1760;Porto Alegre;Mário Silva;Notebook;Britney Love;feminino;pix
2025-06-03 13:21:00.956213;1761;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Gregory Miller;masculino;pix
2025-06-04 06:34:52.201181;1762;São Paulo;Ana Oliveira;Notebook;Dale Campbell;masculino;cartão de débito
2025-06-04 08:33:49.781841;1763;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Stephen Weeks;masculino;pix
2025-06-04 11:17:52.765028;1764;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Louise Davis;feminino;espécie
2025-06-04 11:51:49.500030;1765;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Bertha Mclendon;feminino;espécie
2025-06-05 08:26:59.583401;1766;Florianópolis;Gustavo Lima;Fone ZetaAudio;Matthew Lanterman;masculino;boleto
2025-06-05 13:25:00.893384;1767;São Paulo;Lucas Pereira;Tablet ZetaPhone;Monique Ford;feminino;cartão de débito
2025-06-05 14:47:57.233587;1768;Rio de Janeiro;Juliana Oliveira;Notebook;Benjamin Hernandez;masculino;cartão de débito
2025-06-06 04:33:49.586443;1769;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Lupe Anderson;feminino;espécie
2025-06-06 05:37:54.492031;1770;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;Daniel Klein;masculino;cartão de débito
2025-06-06 08:43:55.450538;1771;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Janet King;feminino;cartão de crédito
2025-06-06 08:46:00.964982;1772;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Renee Barrett;feminino;boleto
2025-06-06 11:10:58.997291;1773;São Paulo;Ana Oliveira;Tablet ZetaPhone;Myriam Makinen;feminino;espécie
2025-06-06 11:27:57.456250;1774;Belo Horizonte;Fernanda;Notebook;Emma Renteria;feminino;cartão de débito
2025-06-06 11:52:00.539353;1775;São Paulo;Lucas Pereira;Tablet ZetaPhone;Mary Morris;feminino;espécie
2025-06-06 13:43:59.910891;1776;Belo Horizonte;Carlos Silva;Notebook;Stephania Tonge;feminino;espécie
2025-06-06 13:47:56.671826;1777;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;James Russell;masculino;cartão de débito
2025-06-07 09:59:57.027727;1778;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Hazel Pearson;feminino;pix
2025-06-07 10:07:55.674197;1779;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Ann Taylor;feminino;espécie
2025-06-07 11:31:59.144351;1780;São Paulo;Ana Oliveira;Fone ZetaAudio;Chris Bressette;masculino;espécie
2025-06-07 12:32:51.787174;1781;São Paulo;Ana Oliveira;Fone ZetaAudio;Rufus Thompson;masculino;espécie
2025-06-07 12:58:52.333418;1782;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Rebecca Rodriguez;feminino;espécie
2025-06-07 13:44:55.536191;1783;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Nancy Brockway;feminino;espécie
2025-06-08 12:31:51.243203;1784;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Alexander Fisher;masculino;espécie
2025-06-08 13:19:54.389363;1785;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;David Dossantos;masculino;cartão de crédito
2025-06-08 14:26:53.978583;1786;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Miguel Ball;masculino;cartão de crédito
2025-06-08 14:31:52.699564;1787;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Ashley Bonsall;feminino;espécie
2025-06-09 04:33:55.594260;1788;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Darwin Aragon;masculino;cartão de crédito
2025-06-09 06:51:52.812607;1789;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Mary Hudson;feminino;cartão de débito
2025-06-09 13:01:00.408297;1790;Belo Horizonte;Fernanda;Smartphone ZetaPhone Universal;Doris Dennison;feminino;pix
2025-06-09 14:25:56.680471;1791;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;James Shah;masculino;cartão de crédito
2025-06-10 04:38:51.407502;1792;Porto Alegre;Robson Souza;Fone ZetaAudio;Marc Crawford;masculino;boleto
2025-06-10 04:45:57.557741;1793;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Samuel Zwilling;masculino;cartão de crédito
